SITEID,LATITUDE,LONGITUDE,DUPLICATE,TARGET_SITEID,TOS_FIELD_PH,BOS_FIELD_PH
2007191267,-30.887,133.418,,TS0044,4.5,5
2007191269,-25.491,149.763,,TS1086,5.5,5
2007191270,-12.237,134.048,,TS0648,6,5.5
2007191272,-27.72,140.783,,TS0179,5.5,6.5
2007191273,-12.617,132.209,,TS0643,5,4.5
2007191274,-28.159,145.036,,TS1138,5.5,9
2007191275,-29.464,126.178,2007191590,TS0463,8,8
2007191276,-35.037,144.192,,TS1302,9,9
2007191277,-28.436,146.656,2007190849,TS1151,6,9
2007191278,-28.333,148.84,,TS1144,5.5,5.5
2007191279,-30.232,124.435,,TS0539,5.5,6
2007191281,-23.557,148.145,2007191215,TS1033,4.5,7
2007191282,-29.908,115.995,2007191134,TS0533,7.5,8.5
2007191283,-37.736,145.21,,TS1361,5,5
2007191284,-25.798,146.428,,TS1080,6,7
2007191285,-17.953,135.707,,TS0726,5.5,6
2007191286,-30.133,124.752,,TS0536,5,6.5
2007191287,-11.708,132.919,,TS0636,5.5,5
2007191289,-30.064,140.24,,TS0164,9.5,10
2007191291,-27.137,123.474,,TS0501,7.5,8.5
2007191292,-32.755,151.73,,TS1254,6,8
2007191293,-28.317,143.134,2007191518,TS1150,7.5,9
2007191294,-23.961,149.846,,TS1048,5.5,7
2007191295,-26.773,138.294,2007191498,TS0185,9.5,10
2007191296,-32.941,120.345,,TS0602,8,8
2007191297,-17.41,130.775,2007190874,TS0722,6.5,6.5
2007191298,-27.394,145.218,,TS1129,5,6
2007191299,-29.294,145.023,2007190753,TS1176,6,9
2007191301,-28.777,125.768,,TS0435,5.5,8
2007191302,-31.313,134.465,,TS0037,9.5,9.5
2007191303,-25.76,147.873,,TS1102,6,6
2007191304,-27.085,141.173,,TS1123,8,9
2007191305,-30.481,133.688,,TS0054,9.5,9.5
2007191306,-24.023,144.853,,TS1046,6.5,6
2007191307,-41.08,145.924,,TS1374,4.5,4.5
2007191308,-38.268,144.347,,TS1324,5.5,8
2007191309,-43.014,147.011,,TS1389,5.5,4.5
2007191310,-33.291,137.295,,TS0013,8.5,9.5
2007191311,-18.437,140.873,,TS0931,6,7
2007191312,-18.619,135.406,2007190472,TS0740,6,6
2007191313,-24.121,137.943,,TS0828,6,6
2007191314,-20.551,132.126,,TS0767,6,6
2007191316,-28.212,114.32,,TS0425,5,7.5
2007191317,-29.38,139.982,,TS0169,4.5,4.5
2007191318,-32.432,134.088,2007190495,TS0020,10,10
2007191319,-33.012,136.63,,TS0017,9.5,6.5
2007191321,-29.53,146.113,,TS1194,6,7
2007191322,-19.256,132.667,,TS0751,6,6.5
2007191323,-25.706,137.889,,TS0851,6.5,5.5
2007191324,-30.645,145.053,,TS1211,7,9
2007191325,-29.422,120.52,,TS0459,7,8.5
2007191328,-32.802,137.575,,TS0144,8,8
2007191329,-14.296,131.869,,TS0668,5.5,5
2007191330,-33.442,150.868,,TS1268,5,5
2007191331,-24.085,143.132,2007191051,TS1045,5,4.5
2007191333,-42.506,146.693,,TS1382,4.5,8
2007191334,-27.07,149.713,2007190661,TS1125,6.5,7
2007191335,-27.821,118.382,,TS0520,7.5,8.5
2007191336,-26.34,144.309,,TS1105,4.5,4.5
2007191337,-12.656,135.311,,TS0650,6,6
2007191338,-34.229,143.526,,TS1277,8.5,9
2007191339,-24.819,113.809,2007191192,TS0397,8,8.5
2007191341,-31.641,139.454,,TS0150,9,9.5
2007191344,-24.348,136.628,,TS0823,6.5,7
2007191345,-15.979,142.504,,TS0888,5.5,6.5
2007191346,-25.611,134.799,2007191429,TS0852,5,6
2007191347,-24.773,120.184,,TS0393,7,8.5
2007191348,-28.347,125.39,2007190218,TS0424,5.5,6
2007191350,-22.814,141.954,,TS1011,6.5,7
2007191351,-30.23,140.699,,TS0161,10,10
2007191352,-26.296,122.317,,TS0481,6.5,8
2007191353,-30.698,115.585,,TS0546,6,5.5
2007191354,-20.255,143.108,,TS0959,6,8
2007191355,-36.262,147.242,,TS1348,4.5,6.5
2007191356,-15.475,129.756,,TS0687,6.5,6.5
2007191357,-26.455,114.164,,TS0482,7.5,8
2007191358,-21.734,135.611,,TS0792,6,5.5
2007191359,-15.895,136.319,,TS1391,6,5.5
2007191361,-25.069,143.004,,TS1078,6,5.5
2007191362,-16.509,136.043,,TS0712,5.5,6.5
2007191363,-29.529,126.704,,TS0529,8.5,8.5
2007191364,-19.894,140.155,,TS0963,6.5,7
2007191365,-31.157,133.459,,TS0042,6.5,6.5
2007191366,-29.851,115.154,,TS0532,6.5,5.5
2007191367,-37.83,147.58,,TS1366,6,6
2007191368,-18.749,131.295,,TS0744,7,7
2007191369,-22.666,115.679,,TS0336,7.5,7.5
2007191370,-30.583,134.797,,TS0051,8.5,10
2007191371,-12.667,131.349,,TS0641,5,5
2007191372,-34.52,115.914,2007191445,TS0625,5,5
2007191373,-34.335,137.931,,TS0131,10,10
2007191374,-34.36,142.212,,TS1330,9,9
2007191375,-26.84,144.311,,TS1115,5,8.5
2007191376,-30.788,130.404,,TS0045,9.5,9.5
2007191377,-25.742,115.124,,TS0416,8,8.5
2007191378,-36.024,146.278,,TS1344,5,6
2007191379,-31.122,139.563,2007191066,TS0156,9.5,9.5
2007191381,-33.595,137.982,,TS0137,9.5,9.5
2007191382,-26.986,116.222,2007191509,TS0496,7,8
2007191383,-16.444,141.582,,TS0890,5,5.5
2007191384,-24.518,114.014,,TS0372,8,8
2007191385,-20.315,136.104,2007191216,TS0775,6,6
2007191386,-36.037,144.309,2007190414,TS1346,5.5,8.5
2007191387,-12.968,130.761,2007191600,TS0655,6,5.5
2007191390,-25.919,144.567,,TS1093,5.5,7
2007191391,-29.384,137.053,,TS0066,9.5,8.5
2007191392,-25.026,115.864,,TS0402,8,8
2007191393,-27.472,140.094,,TS0181,5,5
2007191394,-17.369,123.186,,TS0222,7,7
2007191396,-30.147,148.391,2007190181,TS1209,6,8.5
2007191397,-37.745,148.956,,TS1362,4.5,5
2007191398,-30.096,136.136,,TS0058,6.5,8
2007191399,-23.083,132.938,,TS0812,6,6
2007191401,-31.173,140.616,,TS0155,8,9.5
2007191402,-15.321,135.34,,TS0703,5.5,5.5
2007191403,-33.025,137.446,,TS0016,9,9
2007191404,-25.337,140.238,,TS1081,8,6.5
2007191405,-28.688,144.787,,TS1153,6.5,7
2007191406,-22.806,132.603,,TS0806,6.5,6.5
2007191407,-31.789,132.4,,TS0030,9.5,9.5
2007191408,-24.64,113.845,,TS0386,8,8
2007191409,-28.088,123.358,,TS0524,8,8.5
2007191410,-17.799,133.834,,TS0724,6,6
2007191411,-38.025,147.175,,TS1369,4.5,4.5
2007191412,-20.456,137.143,,TS0771,6,5.5
2007191413,-29.356,121.877,2007190161,TS0458,8.5,8.5
2007191414,-22.19,138.698,,TS0992,8.5,8
2007191415,-21.98,115.033,,TS0311,7,7.5
2007191416,-22.401,145.129,2007190383,TS1009,6.5,7.5
2007191418,-43.33,146.97,,TS1390,4.5,5
2007191419,-24.025,115.674,,TS0367,8,9
2007191420,-32.017,143.635,,TS1239,9,9
2007191421,-27.107,149.063,,TS1121,8,9
2007191422,-29.785,140.281,,TS0166,9.5,9.5
2007191423,-15.765,130.034,,TS0700,5.5,6
2007191425,-22.027,129.363,,TS0797,7,7.5
2007191426,-22.752,150.116,,TS1017,5.5,8
2007191428,-14.911,144.214,,TS0879,7.5,7.5
2007191429,-25.611,134.798,2007191346,TS0852,5.5,7
2007191430,-13.441,142.313,2007190686,TS0871,6.5,4.5
2007191431,-14.154,141.671,,TS0872,4,4.5
2007191433,-12.048,132.939,,TS0638,6,6
2007191434,-23.989,151.12,,TS1043,7,7.5
2007191435,-26.752,153.075,,TS1117,5.5,5.5
2007191436,-20.858,120.689,2007190349,TS0282,6.5,7.5
2007191437,-28.036,141.911,2007190968,TS1148,8,9
2007191438,-29.871,117.715,,TS0465,8,8
2007191439,-18.018,140.564,,TS0917,6.5,7.5
2007191440,-27.198,119.954,2007190827,TS0498,7.5,8
2007191441,-28.267,117.388,2007190896,TS0429,7.5,7.5
2007191442,-15.611,132.625,,TS0695,5,5
2007191443,-18.698,139.767,,TS0944,6.5,6.5
2007191444,-30.752,152.191,2007190927,TS1217,6,6.5
2007191445,-34.52,115.913,2007191372,TS0625,6.5,6.5
2007191446,-17.163,138.479,,TS0902,5.5,5.5
2007191447,-22.228,142.407,,TS0991,7,6.5
2007191448,-16.964,122.775,,TS0216,6.5,8
2007191449,-22.858,149.33,,TS1014,5.5,6
2007191450,-22.303,144.698,2007190732,TS1002,7.5,7.5
2007191451,-41.268,146.419,,TS1375,5,4.5
2007191452,-24.811,132.286,,TS0833,7.5,7.5
2007191453,-24.658,130.62,,TS0839,6,6
2007191454,-30.77,150.632,,TS1216,6.5,8
2007191456,-26.743,120.269,,TS0493,8,8
2007191457,-15.447,130.354,,TS0693,6,5.5
2007191458,-29.171,136.325,2007190266,TS0069,9.5,7.5
2007191460,-36.508,148.823,,TS1311,4.5,6
2007191462,-26.099,116.616,,TS0472,7,8
2007191463,-23.193,144.383,,TS1025,6.5,8
2007191466,-16.3,129.699,,TS0707,6,5.5
2007191467,-32.364,139.04,,TS0145,9,9
2007191468,-21.05,117.133,,TS0286,7.5,8.5
2007191469,-36.706,140.741,,TS0120,9,9
2007191470,-17.209,131.447,,TS0717,6,6
2007191471,-24.553,133.233,,TS0822,7,6.5
2007191472,-19.962,120.506,,TS0262,5.5,6.5
2007191473,-30.924,127.451,2007191510,TS0563,9,8.5
2007191475,-36.162,141.483,,TS1337,5.5,6.5
2007191476,-24.361,139.471,,TS1037,5,5
2007191479,-15.367,134.153,,TS0701,5.5,6
2007191480,-12.427,132.968,,TS0645,6,6
2007191481,-20.52,118.496,2007190050,TS0273,5.5,6
2007191482,-31.949,138.166,,TS0148,9,9
2007191484,-20.086,141.131,,TS0956,7.5,8
2007191485,-29.945,146.43,,TS1192,8,9
2007191486,-23.384,136.45,2007191264,TS0811,5.5,6.5
2007191487,-24.168,141.091,,TS1044,4.5,5.5
2007191489,-37.603,141.445,,TS1358,5.5,5
2007191490,-18.201,142.874,,TS0925,4,6
2007191491,-33.427,115.712,,TS0605,7,6.5
2007191492,-12.24,135.399,,TS0642,5,5
2007191493,-29.388,152.487,,TS1181,5,6
2007191494,-42.705,147.267,,TS1386,5,4.5
2007191495,-14.43,135.125,,TS0666,6,6
2007191496,-25.943,122.363,,TS0475,8,8.5
2007191497,-20.576,137.665,,TS0772,5.5,5
2007191498,-26.773,138.295,2007191295,TS0185,9.5,9.5
2007191499,-17.334,122.17,,TS0220,6.5,6.5
2007191501,-15.412,129.195,,TS0689,6.5,5.5
2007191503,-24.75,116.26,,TS0389,7.5,8.5
2007191504,-32.448,136.005,2007190949,TS0021,8.5,9.5
2007191505,-28.348,135.09,,TS0082,6,6.5
2007191506,-31.659,116.721,,TS0574,5.5,8.5
2007191507,-25.515,123.037,2007190549,TS0412,6.5,7
2007191509,-26.986,116.222,2007191382,TS0496,7,8
2007191510,-30.924,127.452,2007191473,TS0563,8.5,8.5
2007191511,-33.451,137.048,,TS0011,9.5,9.5
2007191512,-14.562,135.005,,TS0672,6,5.5
2007191513,-36.802,145.083,,TS1352,6.5,5
2007191514,-23.308,150.446,,TS1026,6,7
2007191515,-14.618,143.895,,TS0874,7,7.5
2007191516,-23.616,143.846,,TS1035,6,8
2007191517,-27.849,133.661,,TS0092,4,4.5
2007191518,-28.317,143.135,2007191293,TS1150,5.5,8
2007191519,-17.962,140.835,,TS0912,5.5,8
2007191520,-22.089,140.112,,TS0984,7,7.5
2007191521,-30.723,139.524,,TS0159,9,9
2007191522,-25.678,149.219,2007190534,TS1094,5,6.5
2007191523,-32.36,142.165,,TS1245,9,9
2007191524,-34.405,140.846,,TS0132,10,10
2007191525,-16.528,143.472,2007190647,TS0893,5.5,6.5
2007191526,-23.836,134.673,,TS0818,6.5,6.5
2007191528,-26.296,143.385,,TS1112,5,6
2007191529,-30.755,144.065,,TS1204,6.5,9
2007191530,-25.89,123.029,,TS0476,7,8.5
2007191531,-19.017,138.725,2007191028,TS0938,6.5,6
2007191532,-20.48,140.589,2007190125,TS0961,7,6.5
2007191533,-29.742,117.799,,TS0467,7.5,8
2007191534,-27.144,134.553,,TS0103,5.5,5
2007191535,-37.219,139.999,,TS0118,6,6
2007191536,-17.837,139.745,,TS0915,6,8
2007191537,-16.533,142.057,2007190990,TS0894,5.5,5.5
2007191539,-14.323,132.413,,TS0667,5.5,5
2007191540,-30.313,146.079,,TS1206,6,6.5
2007191541,-25.687,152.82,,TS1097,6,5
2007191542,-34.088,141.915,2007190189,TS1283,9,9
2007191543,-23.68,138.733,,TS1040,9,8
2007191544,-27.216,121.101,,TS0502,8,9
2007191545,-29.054,133.293,2007190121,TS0070,4.5,4.5
2007191546,-29.044,138.84,,TS0173,10,9.5
2007191547,-24.109,143.353,,TS1051,5,5.5
2007191548,-18.672,141.712,,TS0933,5.5,5
2007191549,-31.597,143.476,2007190735,TS1227,9,9.5
2007191550,-33.029,143.632,,TS1259,9,8
2007191551,-23.107,149.87,2007191007,TS1031,6,5.5
2007191552,-12.957,132.393,2007190118,TS0656,4.5,5
2007191553,-24.928,138.636,,TS1061,6.5,6.5
2007191554,-29.062,117.277,,TS0454,8,8
2007191555,-14.934,133.143,,TS0682,6.5,9
2007191556,-31.851,127.026,,TS0562,8.5,8.5
2007191557,-24.496,145.201,,TS1059,6,6
2007191558,-24.194,140.931,,TS1049,6.5,5.5
2007191559,-32.244,117.039,,TS0594,7.5,7.5
2007191560,-31.907,115.963,,TS0580,5,4
2007191561,-30.666,150.056,,TS1214,7.5,8
2007191564,-26.654,146.177,,TS1116,5,5
2007191566,-26.709,114.671,2007190176,TS0483,5,5.5
2007191567,-20.062,135.957,,TS0774,6.5,7
2007191569,-14.363,131.558,,TS0669,6,6
2007191570,-22.479,144.654,,TS1005,6.5,6
2007191571,-25.311,114.124,,TS0409,7.5,8
2007191572,-33.743,121.255,,TS0612,5,5
2007191573,-26.387,146.075,,TS1110,5.5,7.5
2007191574,-31.036,150.333,,TS1221,8.5,9
2007191576,-17.979,122.563,,TS0232,8,8.5
2007191577,-22.42,144.516,,TS1001,6,8.5
2007191578,-19.872,130.321,2007191152,TS0761,6.5,6.5
2007191579,-19.293,136.068,,TS0748,6,7.5
2007191580,-31.476,140.571,,TS0151,9.5,9.5
2007191581,-35.973,144.168,,TS1342,5,9.5
2007191582,-16.263,145.335,,TS0889,5.5,6.5
2007191583,-17.166,133.283,,TS0719,5.5,6
2007191584,-36.031,147.353,,TS1308,5,6.5
2007191585,-14.696,143.99,,TS0878,6.5,7.5
2007191586,-12.793,143.294,,TS0867,6,6.5
2007191587,-30.879,123.636,,TS0547,6,6
2007191588,-21.875,145.232,,TS0989,7,8
2007191589,-29.273,116.426,,TS0451,8,7.5
2007191590,-29.464,126.179,2007191275,TS0463,8.5,8.5
2007191591,-38.173,141.722,,TS1321,5,9
2007191592,-22.238,134.556,2007190986,TS0796,5.5,6
2007191593,-24.135,151.692,2007190208,TS1052,5.5,5.5
2007191594,-15.252,129.577,2007190481,TS0691,6,5.5
2007191595,-27.557,152.796,,TS1133,7,7.5
2007191596,-34.178,150.304,,TS1285,5,5.5
2007191598,-18.715,121.93,2007190328,TS0244,5.5,6
2007191599,-35.894,150.063,2007190526,TS1307,5.5,6
2007191600,-12.844,130.62,2007191387,TS0655,6,5.5
